Kilit Mekanizması Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|C  0.035  %  ASTM E1086  |C|0,035
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Si  0.419  %  ASTM E1086  |Si|0,419
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.734  %  ASTM E1086  |Mn|1,734
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|P  0.033  %  ASTM E1086  |P|0,033
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|S  0.014  %  ASTM E1086  |S|0,014
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.40  %  ASTM E1086  |Cr|18,40
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.141  %  ASTM E1086  |Ni|8,141
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.267  %  ASTM E1086  |Mo|0,267
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.530  %  ASTM E1086  |Cu|0,530
Kilit Mekanizması Numune 5|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|C  0.032  %  ASTM E1086  |C|0,032
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Si  0.425  %  ASTM E1086  |Si|0,425
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.753  %  ASTM E1086  |Mn|1,753
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|P  0.035  %  ASTM E1086  |P|0,035
